  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code
     1,   P-13652,   2020/11/14 07:46:03,           1-01,       1,       -17.261,      -104.269,         22138,      -1,    1,                                     TAP,                            Conditioning,                 H2O, 1605336669.00,         0.285,         0.743,        73.534,         0.001,        -0.005,        -1.308,        89.553,        23.593,         2.125,        90.160,         0.731,         1.474,        0.0000,        0.0000,    0,        40.312,         1,       1,       1,Picarro pre rinse,       0
     2,   P-13652,   2020/11/14 07:55:13,           1-01,       2,       -17.134,       -99.235,         19365,      -1,    1,                                     TAP,                            Conditioning,                 H2O, 1605337217.78,         0.247,         0.839,        45.906,         0.000,        -0.005,        -0.624,        78.536,        19.472,         1.893,        79.760,         0.733,         1.064,       -0.0000,       -0.0000,    0,        40.188,         1,       1,       1,Picarro pre rinse,       0
     3,   P-13652,   2020/11/14 08:04:22,           1-01,       3,       -17.017,       -97.668,         19267,      -1,    1,                                     TAP,                            Conditioning,                 H2O, 1605337767.53,         0.258,         0.823,        44.892,        -0.000,        -0.007,        -0.624,        78.614,        17.832,         1.971,        82.415,         0.733,         1.213,       -0.0000,       -0.0000,    0,        40.250,         1,       1,       1,Picarro pre rinse,       0
     4,   P-13652,   2020/11/14 08:13:31,           1-01,       4,       -17.115,       -97.264,         19289,       0,    1,                                     TAP,                            Conditioning,                 H2O, 1605338316.30,         0.247,         0.739,        62.790,        -0.001,        -0.003,         1.436,        79.143,        17.314,         1.985,        82.832,         0.733,         1.101,       -0.0000,       -0.0000,    0,        40.188,         1,       1,       1,Picarro pre rinse,       0
     5,   P-13652,   2020/11/14 08:22:40,           1-01,       5,       -16.904,       -96.554,         19245,       0,    1,                                     TAP,                            Conditioning,                 H2O, 1605338866.02,         0.243,         0.849,        42.501,         0.000,        -0.007,        -0.540,        78.982,        16.701,         1.954,        82.873,         0.733,         0.931,       -0.0000,       -0.0000,    0,        41.000,         1,       1,       1,Picarro pre rinse,       0
     6,   P-13652,   2020/11/14 08:31:48,           1-01,       6,       -16.899,       -96.960,         19428,       0,    1,                                     TAP,                            Conditioning,                 H2O, 1605339414.06,         0.260,         0.811,        78.474,         0.000,        -0.005,        -1.556,        79.053,        18.042,         1.952,        83.806,         0.730,         1.382,       -0.0000,       -0.0000,    0,        40.250,         1,       1,       1,Picarro pre rinse,       0
     7,   P-13652,   2020/11/14 08:40:57,           1-01,       7,       -16.958,       -97.644,         19231,       0,    1,                                     TAP,                            Conditioning,                 H2O, 1605339962.94,         0.241,         0.844,        71.439,        -0.000,        -0.011,        -1.276,        78.446,        17.710,         1.911,        80.586,         0.733,         0.891,        0.0000,        0.0000,    0,        40.125,         1,       1,       1,Picarro pre rinse,       0
     8,   P-13652,   2020/11/14 08:50:06,           1-01,       8,       -17.117,       -97.863,         19036,       0,    1,                                     TAP,                            Conditioning,                 H2O, 1605340511.65,         0.283,         0.907,        36.625,         0.000,        -0.006,        -0.430,        76.895,        18.593,         1.891,        81.290,         0.730,         1.279,       -0.0000,       -0.0000,    0,        40.062,         1,       1,       1,Picarro pre rinse,       0
     9,   P-13652,   2020/11/14 08:59:15,           1-01,       9,       -17.098,       -97.455,         18781,       0,    1,                                     TAP,                            Conditioning,                 H2O, 1605341060.47,         0.259,         0.873,        28.481,        -0.000,        -0.008,         0.052,        76.636,        17.134,         1.915,        79.442,         0.733,         0.880,       -0.0000,       -0.0000,    0,        40.062,         1,       1,       1,Picarro pre rinse,       0
    10,   P-13652,   2020/11/14 09:08:24,           1-01,      10,       -16.873,       -96.671,         19302,       0,    1,                                     TAP,                            Conditioning,                 H2O, 1605341609.84,         0.242,         0.854,        84.239,        -0.000,        -0.006,        -1.733,        78.726,        17.685,         1.915,        81.799,         0.733,         0.994,        0.0000,        0.0000,    0,        40.438,         1,       1,       1,Picarro pre rinse,       0
