  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code
     1,   P-10958,   2019/11/04 09:56:31,           1-01,       1,       -16.509,       -98.722,         27638,      -1,    0,                                     TAP,                            Conditioning,                 H2O, 1572858097.15,         0.552,         1.495,       345.272,         0.011,         0.029,         7.908,       119.228,        27.887,         2.635,       110.338,         0.722,         0.471,        0.0000,        0.0000,    0,        41.688,         1,       1,       1,Picarro pre rinse,       0
     2,   P-10958,   2019/11/04 10:05:42,           1-01,       2,       -16.247,       -93.390,         20288,      -1,    1,                                     TAP,                            Conditioning,                 H2O, 1572858648.03,         0.271,         0.904,       136.085,        -0.001,        -0.001,         3.199,        84.323,        19.917,         1.932,        82.829,         0.722,         0.383,       -0.0000,       -0.0000,    0,        41.562,         1,       1,       1,Picarro pre rinse,       0
     3,   P-10958,   2019/11/04 10:14:52,           1-01,       3,       -16.200,       -92.548,         20317,      -1,    1,                                     TAP,                            Conditioning,                 H2O, 1572859198.54,         0.263,         0.801,       129.653,        -0.001,        -0.001,         3.062,        84.288,        20.403,         1.913,        82.716,         0.722,         0.554,       -0.0000,       -0.0000,    0,        41.188,         1,       1,       1,Picarro pre rinse,       0
     4,   P-10958,   2019/11/04 10:24:02,           1-01,       4,       -16.302,       -92.926,         19933,       0,    1,                                     TAP,                            Conditioning,                 H2O, 1572859748.38,         0.254,         0.859,       123.502,        -0.001,        -0.003,         2.915,        82.958,        19.256,         1.916,        81.326,         0.722,         0.431,        0.0000,        0.0000,    0,        41.188,         1,       1,       1,Picarro pre rinse,       0
     5,   P-10958,   2019/11/04 10:33:13,           1-01,       5,       -16.451,       -93.003,         19678,       0,    1,                                     TAP,                            Conditioning,                 H2O, 1572860299.74,         0.273,         0.858,       127.179,        -0.000,        -0.001,         3.005,        81.833,        18.544,         1.893,        80.892,         0.722,         0.457,       -0.0000,       -0.0000,    0,        41.500,         1,       1,       1,Picarro pre rinse,       0
     6,   P-10958,   2019/11/04 10:42:25,           1-01,       6,       -16.494,       -92.711,         20291,       0,    1,                                     TAP,                            Conditioning,                 H2O, 1572860850.45,         0.290,         0.863,       130.189,        -0.001,         0.000,         3.077,        84.598,        19.324,         1.956,        82.856,         0.721,         0.382,       -0.0000,       -0.0000,    0,        41.625,         1,       1,       1,Picarro pre rinse,       0
     7,   P-10958,   2019/11/04 10:51:36,           1-01,       7,       -16.418,       -92.610,         20235,       0,    1,                                     TAP,                            Conditioning,                 H2O, 1572861401.64,         0.258,         0.814,       130.705,        -0.000,        -0.002,         3.074,        83.859,        19.681,         1.995,        84.707,         0.721,         0.831,       -0.0000,       -0.0000,    0,        41.812,         1,       1,       1,Picarro pre rinse,       0
     8,   P-10958,   2019/11/04 11:00:46,           1-01,       8,       -16.474,       -92.906,         19886,       0,    1,                                     TAP,                            Conditioning,                 H2O, 1572861952.62,         0.248,         0.901,       125.800,        -0.001,        -0.000,         2.972,        82.354,        19.827,         1.879,        80.368,         0.721,         0.315,       -0.0000,       -0.0000,    0,        41.938,         1,       1,       1,Picarro pre rinse,       0
     9,   P-10958,   2019/11/04 11:09:59,           1-01,       9,       -16.478,       -92.784,         20152,       0,    1,                                     TAP,                            Conditioning,                 H2O, 1572862504.57,         0.253,         0.896,       124.255,        -0.001,        -0.002,         2.937,        83.087,        20.166,         2.032,        84.173,         0.721,         0.873,       -0.0000,       -0.0000,    0,        42.000,         1,       1,       1,Picarro pre rinse,       0
    10,   P-10958,   2019/11/04 11:19:10,           1-01,      10,       -16.558,       -92.806,         19851,       0,    1,                                     TAP,                            Conditioning,                 H2O, 1572863056.09,         0.264,         0.949,       129.843,         0.000,        -0.001,         3.082,        81.894,        20.089,         1.934,        81.731,         0.722,         0.629,        0.0000,        0.0000,    0,        42.125,         1,       1,       1,Picarro pre rinse,       0
